"location","variable","estimate","year","trait1","trait2","trait3","trait4","trait5","trait6"
"Seattle city, Washington","S0802_C02_029",5.5,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Seattle city, Washington","S0802_C02_030",4.8,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Seattle city, Washington","S0802_C02_031",8.4,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Seattle city, Washington","S0802_C02_032",9.1,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Seattle city, Washington","S0802_C02_033",12.2,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Seattle city, Washington","S0802_C02_034",15.3,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Seattle city, Washington","S0802_C02_035",6.4,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
"Seattle city, Washington","S0802_C02_036",38.2,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Seattle city, Washington","S0802_C02_037",60064,2017,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
"Seattle city, Washington","S0802_C02_038",200694,2017,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined",NA,NA
"Seattle city, Washington","S0802_C02_039",4.1,2017,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","Below 100 percent of the poverty level",NA
"Seattle city, Washington","S0802_C02_040",2.4,2017,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","100 to 149 percent of the poverty level",NA
"Seattle city, Washington","S0802_C02_041",93.5,2017,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","At or above 150 percent of the poverty level",NA
"Seattle city, Washington","S0802_C02_042",201545,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C02_043",58.5,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Management, business, science, and arts occupations",NA
"Seattle city, Washington","S0802_C02_044",12.6,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Service occupations",NA
"Seattle city, Washington","S0802_C02_045",17.1,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Sales and office occupations",NA
"Seattle city, Washington","S0802_C02_046",5.2,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Natural resources, construction, and maintenance occupations",NA
"Seattle city, Washington","S0802_C02_047",6.4,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Production, transportation, and material moving occupations",NA
"Seattle city, Washington","S0802_C02_048",0.2,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Military specific occupations",NA
"Seattle city, Washington","S0802_C02_049",0.2,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Agriculture, forestry, fishing and hunting, and mining",NA
"Seattle city, Washington","S0802_C02_050",5.2,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Construction",NA
"Seattle city, Washington","S0802_C02_051",9.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Manufacturing",NA
"Seattle city, Washington","S0802_C02_052",2.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Wholesale trade",NA
"Seattle city, Washington","S0802_C02_053",9.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Retail trade",NA
"Seattle city, Washington","S0802_C02_054",4.1,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Transportation and warehousing, and utilities",NA
"Seattle city, Washington","S0802_C02_055",7.6,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Information and finance and insurance, and real estate and rental and leasing",NA
"Seattle city, Washington","S0802_C02_056",17.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Professional, scientific, management, and administrative and waste management services",NA
"Seattle city, Washington","S0802_C02_057",25,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Educational services, and health care and social assistance",NA
"Seattle city, Washington","S0802_C02_058",8.8,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Arts, entertainment, and recreation, and accommodation and food services",NA
"Seattle city, Washington","S0802_C02_059",5.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Other services (except public administration)",NA
"Seattle city, Washington","S0802_C02_060",3.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Public administration",NA
"Seattle city, Washington","S0802_C02_061",0.4,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Armed forces",NA
"Seattle city, Washington","S0802_C02_062",79.9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Private wage and salary workers",NA
"Seattle city, Washington","S0802_C02_063",13.6,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Government workers",NA
"Seattle city, Washington","S0802_C02_064",6.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Self-employed workers in own not incorporated business",NA
"Seattle city, Washington","S0802_C02_065",0.1,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Unpaid family workers",NA
"Seattle city, Washington","S0802_C02_066",99.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence",NA
"Seattle city, Washington","S0802_C02_067",91.8,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked in county of residence"
"Seattle city, Washington","S0802_C02_068",7.9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked outside county of residence"
"Seattle city, Washington","S0802_C02_069",0.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked outside state of residence",NA
"Seattle city, Washington","S0802_C02_070",201545,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home",NA,NA,NA
"Seattle city, Washington","S0802_C02_071",2.5,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","12:00 a.m. to 4:59 a.m.",NA
"Seattle city, Washington","S0802_C02_072",2.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:00 a.m. to 5:29 a.m.",NA
"Seattle city, Washington","S0802_C02_073",3.5,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:30 a.m. to 5:59 a.m.",NA
"Seattle city, Washington","S0802_C02_074",5.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:00 a.m. to 6:29 a.m.",NA
"Seattle city, Washington","S0802_C02_075",9.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Seattle city, Washington","S0802_C02_076",14,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Seattle city, Washington","S0802_C02_077",12.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Seattle city, Washington","S0802_C02_078",14.9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Seattle city, Washington","S0802_C02_079",9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Seattle city, Washington","S0802_C02_080",26.2,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Seattle city, Washington","S0802_C02_081",6.6,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Seattle city, Washington","S0802_C02_082",10.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Seattle city, Washington","S0802_C02_083",14.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Seattle city, Washington","S0802_C02_084",18.3,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Seattle city, Washington","S0802_C02_085",8.5,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Seattle city, Washington","S0802_C02_086",17.9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Seattle city, Washington","S0802_C02_087",10,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Seattle city, Washington","S0802_C02_088",9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Seattle city, Washington","S0802_C02_089",4.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Seattle city, Washington","S0802_C02_090",26.4,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Seattle city, Washington","S0802_C02_091",200573,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households",NA,NA,NA
"Seattle city, Washington","S0802_C02_092",55.8,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Seattle city, Washington","S0802_C02_093",44.2,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Seattle city, Washington","S0802_C02_094",0.9,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Seattle city, Washington","S0802_C02_095",30.8,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Seattle city, Washington","S0802_C02_096",45.7,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Seattle city, Washington","S0802_C02_097",22.6,2017,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Seattle city, Washington","S0802_C02_098",NA,2017,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Seattle city, Washington","S0802_C02_099",NA,2017,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Seattle city, Washington","S0802_C02_100",NA,2017,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Travel time to work",NA,NA
"Seattle city, Washington","S0802_C02_101",NA,2017,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Vehicles available",NA,NA
"Seattle city, Washington","S0802_C03_001",35154,2017,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C03_002",2,2017,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","16 to 19 years",NA
"Seattle city, Washington","S0802_C03_003",6.8,2017,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","20 to 24 years",NA
"Seattle city, Washington","S0802_C03_004",54.9,2017,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","25 to 44 years",NA
"Seattle city, Washington","S0802_C03_005",23.1,2017,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","45 to 54 years",NA
